,tweet_id,timestamp,expanded_urls,rating_numerator,rating_denominator,name,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,weekday,id_str,full_text,truncated,display_text_range,source_y,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,possibly_sensitive_appealable,lang,id,id_str,indices,media_url,media_url_https,url,display_url,expanded_url,type,sizes,user_name,screen_name,location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,user_favourites_count,geo_enabled,verified,statuses_count,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications
712,784431430411685888,2016-10-07 16:33:21+00:00,https://twitter.com/dog_rates/status/784431430411685888/photo/1,12,10, Stormy,https://pbs.twimg.com/media/CuLcNkCXgAEIwK2.jpg,1.0,miniature_poodle,0.744819,True,toy_poodle,0.243192,True,standard_poodle,0.0109202,True,Fri,784431430411685888,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10 https://t.co/PHA1vtqqpt,False,"(0, 77)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,1491.0,6329.0,False,False,False,False,en,7.844314106859028e+17,784431410685902849,"[78, 101]",http://pbs.twimg.com/media/CuLcNkCXgAEIwK2.jpg,https://pbs.twimg.com/media/CuLcNkCXgAEIwK2.jpg,https://t.co/PHA1vtqqpt,pic.twitter.com/PHA1vtqqpt,https://twitter.com/dog_rates/status/784431430411685888/photo/1,photo,"{'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1023, 'h': 682, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1023, 'h': 682, 'resize': 'fit'}}",WeRateDogs™ (author),dog_rates,"DM YOUR DOGS, WE WILL RATE","#1 Source for Professional Dog Ratings | STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs MOBILE APP: @GoodDogsGame | Business: dogratingtwitter@gmail.com",https://t.co/N7sNNHAEXS,"{'url': {'urls': [{'url': 'https://t.co/N7sNNHAEXS', 'expanded_url': 'http://weratedogs.com', 'display_url': 'weratedogs.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3200901,104,2789,Sun Nov 15 21:41:29 +0000 2015,114031,True,True,5288,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_banners/4196983835/1501129017,F5ABB5,False,True,False,False,True,False,False
716,783821107061198850,2016-10-06 00:08:09+00:00,"https://twitter.com/dog_rates/status/783821107061198850/photo/1,https://twitter.com/dog_rates/status/783821107061198850/photo/1",12,10, Mairi,https://pbs.twimg.com/media/CuCxIzyWEAQTnQA.jpg,1.0,Lakeland_terrier,0.265659,True,golden_retriever,0.196414,True,standard_poodle,0.1335339999999999,True,Thu,783821107061198850,This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af https://t.co/STcPjiNAHp,False,"(0, 77)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,2269.0,8209.0,False,False,False,False,en,7.838211000609055e+17,783821100060905476,"[78, 101]",http://pbs.twimg.com/media/CuCxIzyWEAQTnQA.jpg,https://pbs.twimg.com/media/CuCxIzyWEAQTnQA.jpg,https://t.co/STcPjiNAHp,pic.twitter.com/STcPjiNAHp,https://twitter.com/dog_rates/status/783821107061198850/photo/1,photo,"{'large': {'w': 1023, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 452, 'resize': 'fit'}, 'medium': {'w': 1023, 'h': 680, 'resize': 'fit'}}",WeRateDogs™ (author),dog_rates,"DM YOUR DOGS, WE WILL RATE","#1 Source for Professional Dog Ratings | STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs MOBILE APP: @GoodDogsGame | Business: dogratingtwitter@gmail.com",https://t.co/N7sNNHAEXS,"{'url': {'urls': [{'url': 'https://t.co/N7sNNHAEXS', 'expanded_url': 'http://weratedogs.com', 'display_url': 'weratedogs.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3200901,104,2789,Sun Nov 15 21:41:29 +0000 2015,114031,True,True,5288,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_banners/4196983835/1501129017,F5ABB5,False,True,False,False,True,False,False
717,783695101801398276,2016-10-05 15:47:27+00:00,"https://twitter.com/dog_rates/status/783695101801398276/photo/1,https://twitter.com/dog_rates/status/783695101801398276/photo/1,https://twitter.com/dog_rates/status/783695101801398276/photo/1",12,10, Loomis,https://pbs.twimg.com/media/CuA-iRHXYAAWP8e.jpg,3.0,chow,0.314265,True,golden_retriever,0.300435,True,Australian_terrier,0.0494869,True,Wed,783695101801398276,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free https://t.co/kCRKlFg4AY,False,"(0, 126)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,3737.0,11650.0,False,False,False,False,en,7.836950935763681e+17,783695093576368128,"[127, 150]",http://pbs.twimg.com/media/CuA-iRDWAAAe_HL.jpg,https://pbs.twimg.com/media/CuA-iRDWAAAe_HL.jpg,https://t.co/kCRKlFg4AY,pic.twitter.com/kCRKlFg4AY,https://twitter.com/dog_rates/status/783695101801398276/photo/1,photo,"{'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 960, 'resize': 'fit'}, 'large': {'w': 720, 'h': 960, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}",WeRateDogs™ (author),dog_rates,"DM YOUR DOGS, WE WILL RATE","#1 Source for Professional Dog Ratings | STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs MOBILE APP: @GoodDogsGame | Business: dogratingtwitter@gmail.com",https://t.co/N7sNNHAEXS,"{'url': {'urls': [{'url': 'https://t.co/N7sNNHAEXS', 'expanded_url': 'http://weratedogs.com', 'display_url': 'weratedogs.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3200901,104,2789,Sun Nov 15 21:41:29 +0000 2015,114031,True,True,5288,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_banners/4196983835/1501129017,F5ABB5,False,True,False,False,True,False,False
718,783466772167098368,2016-10-05 00:40:09+00:00,"https://twitter.com/dog_rates/status/783466772167098368/photo/1,https://twitter.com/dog_rates/status/783466772167098368/photo/1",11,10, Finn,https://pbs.twimg.com/media/Ct9u3ljW8AEnVIm.jpg,1.0,Chihuahua,0.789,True,miniature_pinscher,0.115916,True,toy_terrier,0.0362939,True,Wed,783466772167098368,This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet https://t.co/s8W8Del9HQ,False,"(0, 138)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,2608.0,9468.0,False,False,False,False,en,7.834667614380319e+17,783466761438031873,"[139, 162]",http://pbs.twimg.com/media/Ct9u3ljW8AEnVIm.jpg,https://pbs.twimg.com/media/Ct9u3ljW8AEnVIm.jpg,https://t.co/s8W8Del9HQ,pic.twitter.com/s8W8Del9HQ,https://twitter.com/dog_rates/status/783466772167098368/photo/1,photo,"{'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1024, 'h': 1024, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 1024, 'resize': 'fit'}}",WeRateDogs™ (author),dog_rates,"DM YOUR DOGS, WE WILL RATE","#1 Source for Professional Dog Ratings | STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs MOBILE APP: @GoodDogsGame | Business: dogratingtwitter@gmail.com",https://t.co/N7sNNHAEXS,"{'url': {'urls': [{'url': 'https://t.co/N7sNNHAEXS', 'expanded_url': 'http://weratedogs.com', 'display_url': 'weratedogs.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3200901,104,2789,Sun Nov 15 21:41:29 +0000 2015,114031,True,True,5288,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_banners/4196983835/1501129017,F5ABB5,False,True,False,False,True,False,False
719,783391753726550016,2016-10-04 19:42:03+00:00,"https://twitter.com/dog_rates/status/783391753726550016/photo/1,https://twitter.com/dog_rates/status/783391753726550016/photo/1,https://twitter.com/dog_rates/status/783391753726550016/photo/1,https://twitter.com/dog_rates/status/783391753726550016/photo/1",13,10,,https://pbs.twimg.com/media/Ct8qn8EWIAAk9zP.jpg,4.0,Norwegian_elkhound,0.87713,True,cairn,0.0862406,True,keeshond,0.0110191,True,Tue,783391753726550016,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well https://t.co/BO936YdJdi,False,"(0, 109)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,6441.0,18908.0,False,False,False,False,en,7.833917257672622e+17,783391725767262208,"[110, 133]",http://pbs.twimg.com/media/Ct8qn75WgAAsN3m.jpg,https://pbs.twimg.com/media/Ct8qn75WgAAsN3m.jpg,https://t.co/BO936YdJdi,pic.twitter.com/BO936YdJdi,https://twitter.com/dog_rates/status/783391753726550016/photo/1,photo,"{'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}}",WeRateDogs™ (author),dog_rates,"DM YOUR DOGS, WE WILL RATE","#1 Source for Professional Dog Ratings | STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs MOBILE APP: @GoodDogsGame | Business: dogratingtwitter@gmail.com",https://t.co/N7sNNHAEXS,"{'url': {'urls': [{'url': 'https://t.co/N7sNNHAEXS', 'expanded_url': 'http://weratedogs.com', 'display_url': 'weratedogs.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3200901,104,2789,Sun Nov 15 21:41:29 +0000 2015,114031,True,True,5288,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_banners/4196983835/1501129017,F5ABB5,False,True,False,False,True,False,False
721,783334639985389568,2016-10-04 15:55:06+00:00,"https://twitter.com/dog_rates/status/783334639985389568/photo/1,https://twitter.com/dog_rates/status/783334639985389568/photo/1,https://twitter.com/dog_rates/status/783334639985389568/photo/1",12,10, Dave,https://pbs.twimg.com/media/Ct72q9jWcAAhlnw.jpg,2.0,Cardigan,0.593858,True,Shetland_sheepdog,0.1306109999999999,True,Pembroke,0.100842,True,Tue,783334639985389568,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,False,"(0, 98)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,13616.0,32651.0,False,False,False,False,en,7.833346031425987e+17,783334603142598656,"[99, 122]",http://pbs.twimg.com/media/Ct72q9iWEAAKs3V.jpg,https://pbs.twimg.com/media/Ct72q9iWEAAKs3V.jpg,https://t.co/nfprKAXqwu,pic.twitter.com/nfprKAXqwu,https://twitter.com/dog_rates/status/783334639985389568/photo/1,photo,"{'medium': {'w': 576, 'h': 1024, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 576, 'h': 1024, 'resize': 'fit'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}}",WeRateDogs™ (author),dog_rates,"DM YOUR DOGS, WE WILL RATE","#1 Source for Professional Dog Ratings | STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs MOBILE APP: @GoodDogsGame | Business: dogratingtwitter@gmail.com",https://t.co/N7sNNHAEXS,"{'url': {'urls': [{'url': 'https://t.co/N7sNNHAEXS', 'expanded_url': 'http://weratedogs.com', 'display_url': 'weratedogs.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3200901,104,2789,Sun Nov 15 21:41:29 +0000 2015,114031,True,True,5288,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_banners/4196983835/1501129017,F5ABB5,False,True,False,False,True,False,False
722,783085703974514689,2016-10-03 23:25:55+00:00,"https://twitter.com/dog_rates/status/783085703974514689/photo/1,https://twitter.com/dog_rates/status/783085703974514689/photo/1",11,10, Earl,https://pbs.twimg.com/media/Ct4URfWUAAQ7lKe.jpg,1.0,Chesapeake_Bay_retriever,0.240602,True,Airedale,0.164088,True,boxer,0.134506,True,Mon,783085703974514689,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats https://t.co/IsqyvbjFgM,False,"(0, 93)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,2565.0,9112.0,False,False,False,False,en,7.830856759144612e+17,783085675914461188,"[94, 117]",http://pbs.twimg.com/media/Ct4URfWUAAQ7lKe.jpg,https://pbs.twimg.com/media/Ct4URfWUAAQ7lKe.jpg,https://t.co/IsqyvbjFgM,pic.twitter.com/IsqyvbjFgM,https://twitter.com/dog_rates/status/783085703974514689/photo/1,photo,"{'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1024, 'h': 1024, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 1024, 'resize': 'fit'}}",WeRateDogs™ (author),dog_rates,"DM YOUR DOGS, WE WILL RATE","#1 Source for Professional Dog Ratings | STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs MOBILE APP: @GoodDogsGame | Business: dogratingtwitter@gmail.com",https://t.co/N7sNNHAEXS,"{'url': {'urls': [{'url': 'https://t.co/N7sNNHAEXS', 'expanded_url': 'http://weratedogs.com', 'display_url': 'weratedogs.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3200901,104,2789,Sun Nov 15 21:41:29 +0000 2015,114031,True,True,5288,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_banners/4196983835/1501129017,F5ABB5,False,True,False,False,True,False,False
724,782747134529531904,2016-10-03 01:00:34+00:00,https://twitter.com/dog_rates/status/782747134529531904/photo/1,11,10, Deacon,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,1.0,golden_retriever,0.560699,True,otterhound,0.199482,True,clumber,0.0406818,True,Mon,782747134529531904,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,False,"(0, 89)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,1604.0,8310.0,False,False,False,False,en,7.827471297145324e+17,782747129714532352,"[90, 113]",http://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,https://t.co/C6fUMnHt1H,pic.twitter.com/C6fUMnHt1H,https://twitter.com/dog_rates/status/782747134529531904/photo/1,photo,"{'large': {'w': 750, 'h': 744, 'resize': 'fit'}, 'small': {'w': 680, 'h': 675, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 750, 'h': 744, 'resize': 'fit'}}",WeRateDogs™ (author),dog_rates,"DM YOUR DOGS, WE WILL RATE","#1 Source for Professional Dog Ratings | STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs MOBILE APP: @GoodDogsGame | Business: dogratingtwitter@gmail.com",https://t.co/N7sNNHAEXS,"{'url': {'urls': [{'url': 'https://t.co/N7sNNHAEXS', 'expanded_url': 'http://weratedogs.com', 'display_url': 'weratedogs.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3200901,104,2789,Sun Nov 15 21:41:29 +0000 2015,114031,True,True,5288,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_banners/4196983835/1501129017,F5ABB5,False,True,False,False,True,False,False
725,782722598790725632,2016-10-02 23:23:04+00:00,https://twitter.com/dog_rates/status/782722598790725632/photo/1,10,10, Penny,https://pbs.twimg.com/media/CtzKC7zXEAALfSo.jpg,1.0,Irish_setter,0.574557,True,golden_retriever,0.339251,True,seat_belt,0.0461082,False,Sun,782722598790725632,"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",False,"(0, 91)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,6238.0,19250.0,False,False,False,False,en,7.827225870172856e+17,782722587017285632,"[92, 115]",http://pbs.twimg.com/media/CtzKC7zXEAALfSo.jpg,https://pbs.twimg.com/media/CtzKC7zXEAALfSo.jpg,https://t.co/zrMVdfFej6,pic.twitter.com/zrMVdfFej6,https://twitter.com/dog_rates/status/782722598790725632/photo/1,photo,"{'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 600, 'h': 800, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 800, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}}",WeRateDogs™ (author),dog_rates,"DM YOUR DOGS, WE WILL RATE","#1 Source for Professional Dog Ratings | STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs MOBILE APP: @GoodDogsGame | Business: dogratingtwitter@gmail.com",https://t.co/N7sNNHAEXS,"{'url': {'urls': [{'url': 'https://t.co/N7sNNHAEXS', 'expanded_url': 'http://weratedogs.com', 'display_url': 'weratedogs.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3200901,104,2789,Sun Nov 15 21:41:29 +0000 2015,114031,True,True,5288,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_banners/4196983835/1501129017,F5ABB5,False,True,False,False,True,False,False
726,782598640137187329,2016-10-02 15:10:30+00:00,https://twitter.com/dog_rates/status/782598640137187329/photo/1,11,10, Timmy,https://pbs.twimg.com/media/CtxZTtxUMAEduGo.jpg,1.0,malamute,0.8408709999999999,True,Tibetan_mastiff,0.140516,True,Eskimo_dog,0.0120116,True,Sun,782598640137187329,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10 https://t.co/BIUchFwHqn,False,"(0, 108)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,2184.0,8694.0,False,False,False,False,en,7.825986304944497e+17,782598630494449665,"[109, 132]",http://pbs.twimg.com/media/CtxZTtxUMAEduGo.jpg,https://pbs.twimg.com/media/CtxZTtxUMAEduGo.jpg,https://t.co/BIUchFwHqn,pic.twitter.com/BIUchFwHqn,https://twitter.com/dog_rates/status/782598640137187329/photo/1,photo,"{'medium': {'w': 500, 'h': 657, 'resize': 'fit'}, 'small': {'w': 500, 'h': 657, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 500, 'h': 657, 'resize': 'fit'}}",WeRateDogs™ (author),dog_rates,"DM YOUR DOGS, WE WILL RATE","#1 Source for Professional Dog Ratings | STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs MOBILE APP: @GoodDogsGame | Business: dogratingtwitter@gmail.com",https://t.co/N7sNNHAEXS,"{'url': {'urls': [{'url': 'https://t.co/N7sNNHAEXS', 'expanded_url': 'http://weratedogs.com', 'display_url': 'weratedogs.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3200901,104,2789,Sun Nov 15 21:41:29 +0000 2015,114031,True,True,5288,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_banners/4196983835/1501129017,F5ABB5,False,True,False,False,True,False,False
727,782305867769217024,2016-10-01 19:47:08+00:00,"https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1",12,10, Sampson,https://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,1.0,briard,0.5044270000000001,True,soft-coated_wheaten_terrier,0.390678,True,Lhasa,0.0345955,True,Sat,782305867769217024,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,False,"(0, 111)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,6470.0,18630.0,False,False,False,False,en,7.823058511765258e+17,782305851176525824,"[112, 135]",http://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,https://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,https://t.co/pgVKxRw0s1,pic.twitter.com/pgVKxRw0s1,https://twitter.com/dog_rates/status/782305867769217024/photo/1,photo,"{'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 600, 'h': 800, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 800, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}}",WeRateDogs™ (author),dog_rates,"DM YOUR DOGS, WE WILL RATE","#1 Source for Professional Dog Ratings | STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs MOBILE APP: @GoodDogsGame | Business: dogratingtwitter@gmail.com",https://t.co/N7sNNHAEXS,"{'url': {'urls': [{'url': 'https://t.co/N7sNNHAEXS', 'expanded_url': 'http://weratedogs.com', 'display_url': 'weratedogs.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3200901,104,2789,Sun Nov 15 21:41:29 +0000 2015,114031,True,True,5288,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_banners/4196983835/1501129017,F5ABB5,False,True,False,False,True,False,False
730,781661882474196992,2016-09-30 01:08:10+00:00,https://twitter.com/dog_rates/status/781661882474196992/photo/1,5,10,ing in pictures without dogs in them? This needs to stop,https://pbs.twimg.com/media/CtkFS72WcAAiUrs.jpg,1.0,Pembroke,0.438087,True,golden_retriever,0.226954,True,collie,0.0706516,True,Fri,781661882474196992,Who keeps sending in pictures without dogs in them? This needs to stop. 5/10 for the mediocre road https://t.co/ELqelxWMrC,False,"(0, 98)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,3129.0,11634.0,False,False,False,False,en,7.816618331869307e+17,781661833186930688,"[99, 122]",http://pbs.twimg.com/media/CtkFS72WcAAiUrs.jpg,https://pbs.twimg.com/media/CtkFS72WcAAiUrs.jpg,https://t.co/ELqelxWMrC,pic.twitter.com/ELqelxWMrC,https://twitter.com/dog_rates/status/781661882474196992/photo/1,photo,"{'small': {'w': 513, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 750, 'h': 994, 'resize': 'fit'}, 'large': {'w': 750, 'h': 994, 'resize': 'fit'}}",WeRateDogs™ (author),dog_rates,"DM YOUR DOGS, WE WILL RATE","#1 Source for Professional Dog Ratings | STORE: @ShopWeRateDogs | IG, FB & SC: WeRateDogs MOBILE APP: @GoodDogsGame | Business: dogratingtwitter@gmail.com",https://t.co/N7sNNHAEXS,"{'url': {'urls': [{'url': 'https://t.co/N7sNNHAEXS', 'expanded_url': 'http://weratedogs.com', 'display_url': 'weratedogs.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3200901,104,2789,Sun Nov 15 21:41:29 +0000 2015,114031,True,True,5288,en,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_images/861415328504569856/R2xOOfwe_normal.jpg,https://pbs.twimg.com/profile_banners/4196983835/1501129017,F5ABB5,False,True,False,False,True,False,False
